model,symbol,split,regime,direction,confluence,is_atz,pnl_r,is_win
MODEL_C (Structure Break),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,VALIDATION,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),NTPC,VALIDATION,BEAR,DEMAND,4,True,2.0,True
MODEL_C (Structure Break),NTPC,VALIDATION,BEAR,DEMAND,4,True,2.0,True
MODEL_A (Blind Limit),NTPC,VALIDATION,BEAR,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,VALIDATION,BEAR,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,BEAR,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),NTPC,VALIDATION,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),NTPC,VALIDATION,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,SIDEWAYS,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),NTPC,VALIDATION,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),NTPC,VALIDATION,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),NTPC,VALIDATION,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),NTPC,VALIDATION,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,VALIDATION,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),NTPC,VALIDATION,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),NTPC,VALIDATION,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),NTPC,TEST_OOS,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),NTPC,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),ONGC,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),ONGC,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),ONGC,TRAIN,BULL,SUPPLY,1,False,2.0,True
