model,symbol,split,regime,direction,confluence,is_atz,pnl_r,is_win
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,VALIDATION,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,VALIDATION,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,VALIDATION,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),HDFCBANK,VALIDATION,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,2.0,True
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_C (Structure Break),HDFCBANK,TEST_OOS,BEAR,DEMAND,4,True,-1.0,False
MODEL_A (Blind Limit),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),HDFCBANK,TEST_OOS,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,DEMAND,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),INFY,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),INFY,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),INFY,TRAIN,BEAR,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),INFY,TRAIN,BEAR,DEMAND,2,False,-1.0,False
