model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_B,KOTAKBANK,2023-11-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_C,KOTAKBANK,2023-11-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_D,KOTAKBANK,2023-11-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_A,KOTAKBANK,2023-12-06,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,KOTAKBANK,2023-12-06,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_C,KOTAKBANK,2023-12-06,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_D,KOTAKBANK,2023-12-06,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,2.0,True
MODEL_A,KOTAKBANK,2023-12-13,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_B,KOTAKBANK,2023-12-13,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,-1.0,False
MODEL_C,KOTAKBANK,2023-12-13,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,-1.0,False
MODEL_A,KOTAKBANK,2023-12-20,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,KOTAKBANK,2023-12-20,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,2.0,True
MODEL_C,KOTAKBANK,2023-12-20,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,2.0,True
MODEL_D,KOTAKBANK,2023-12-20,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,2.0,True
MODEL_A,KOTAKBANK,2023-12-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_B,KOTAKBANK,2023-12-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_C,KOTAKBANK,2023-12-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_D,KOTAKBANK,2023-12-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_E,KOTAKBANK,2023-12-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_A,KOTAKBANK,2024-01-11,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_B,KOTAKBANK,2024-01-11,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_D,KOTAKBANK,2024-01-11,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_E,KOTAKBANK,2024-01-11,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_A,KOTAKBANK,2024-01-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_B,KOTAKBANK,2024-01-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_D,KOTAKBANK,2024-01-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_E,KOTAKBANK,2024-01-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_A,KOTAKBANK,2024-01-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,11.5,82,-1.0,False
MODEL_B,KOTAKBANK,2024-01-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,11.5,82,2.0,True
MODEL_D,KOTAKBANK,2024-01-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,11.5,82,2.0,True
MODEL_E,KOTAKBANK,2024-01-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,11.5,82,2.0,True
MODEL_A,KOTAKBANK,2024-02-05,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_B,KOTAKBANK,2024-02-05,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_C,KOTAKBANK,2024-02-05,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_D,KOTAKBANK,2024-02-05,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_E,KOTAKBANK,2024-02-05,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2024-02-12,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,2.0,True
MODEL_B,KOTAKBANK,2024-02-12,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,2.0,True
MODEL_C,KOTAKBANK,2024-02-12,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_D,KOTAKBANK,2024-02-12,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_E,KOTAKBANK,2024-02-12,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_A,KOTAKBANK,2024-02-19,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_B,KOTAKBANK,2024-02-19,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_C,KOTAKBANK,2024-02-19,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_D,KOTAKBANK,2024-02-19,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_E,KOTAKBANK,2024-02-19,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_A,KOTAKBANK,2024-02-26,TRAIN,BEAR,SUPPLY,3,False,7.0,9.5,92,-1.0,False
MODEL_B,KOTAKBANK,2024-02-26,TRAIN,BEAR,SUPPLY,3,False,7.0,9.5,92,-1.0,False
MODEL_C,KOTAKBANK,2024-02-26,TRAIN,BEAR,SUPPLY,3,False,7.0,9.5,92,-1.0,False
MODEL_D,KOTAKBANK,2024-02-26,TRAIN,BEAR,SUPPLY,3,False,7.0,9.5,92,-1.0,False
MODEL_E,KOTAKBANK,2024-02-26,TRAIN,BEAR,SUPPLY,3,False,7.0,9.5,92,-1.0,False
MODEL_A,KOTAKBANK,2024-03-04,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_B,KOTAKBANK,2024-03-04,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_C,KOTAKBANK,2024-03-04,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_D,KOTAKBANK,2024-03-04,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_E,KOTAKBANK,2024-03-04,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_A,KOTAKBANK,2024-03-12,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_B,KOTAKBANK,2024-03-12,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_C,KOTAKBANK,2024-03-12,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_D,KOTAKBANK,2024-03-12,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_E,KOTAKBANK,2024-03-12,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_A,KOTAKBANK,2024-03-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_B,KOTAKBANK,2024-03-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_C,KOTAKBANK,2024-03-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_D,KOTAKBANK,2024-03-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_E,KOTAKBANK,2024-03-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_A,KOTAKBANK,2024-03-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,2.0,True
MODEL_B,KOTAKBANK,2024-03-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,2.0,True
MODEL_C,KOTAKBANK,2024-03-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_D,KOTAKBANK,2024-03-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_E,KOTAKBANK,2024-03-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_A,KOTAKBANK,2024-04-04,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,KOTAKBANK,2024-04-04,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_D,KOTAKBANK,2024-04-04,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_E,KOTAKBANK,2024-04-04,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_A,KOTAKBANK,2024-04-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2024-04-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2024-04-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,KOTAKBANK,2024-04-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2024-04-22,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_B,KOTAKBANK,2024-04-22,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_D,KOTAKBANK,2024-04-22,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_E,KOTAKBANK,2024-04-22,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_A,KOTAKBANK,2024-04-30,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,92,-1.0,False
MODEL_B,KOTAKBANK,2024-04-30,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,92,2.0,True
MODEL_D,KOTAKBANK,2024-04-30,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,92,2.0,True
MODEL_E,KOTAKBANK,2024-04-30,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,92,2.0,True
MODEL_A,KOTAKBANK,2024-05-08,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_B,KOTAKBANK,2024-05-08,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_C,KOTAKBANK,2024-05-08,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_D,KOTAKBANK,2024-05-08,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_E,KOTAKBANK,2024-05-08,TRAIN,BEAR,SUPPLY,3,False,7.0,11.0,92,-1.0,False
MODEL_A,KOTAKBANK,2024-05-15,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_B,KOTAKBANK,2024-05-15,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_C,KOTAKBANK,2024-05-15,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_D,KOTAKBANK,2024-05-15,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_E,KOTAKBANK,2024-05-15,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_A,KOTAKBANK,2024-05-23,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_B,KOTAKBANK,2024-05-23,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_C,KOTAKBANK,2024-05-23,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_D,KOTAKBANK,2024-05-23,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_E,KOTAKBANK,2024-05-23,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2024-05-30,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_B,KOTAKBANK,2024-05-30,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_C,KOTAKBANK,2024-05-30,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_D,KOTAKBANK,2024-05-30,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_E,KOTAKBANK,2024-05-30,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_A,KOTAKBANK,2024-06-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,KOTAKBANK,2024-06-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_C,KOTAKBANK,2024-06-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_D,KOTAKBANK,2024-06-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_E,KOTAKBANK,2024-06-18,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2024-06-25,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2024-06-25,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,KOTAKBANK,2024-06-25,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2024-06-25,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,KOTAKBANK,2024-06-25,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,KOTAKBANK,2024-07-02,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_B,KOTAKBANK,2024-07-02,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_C,KOTAKBANK,2024-07-02,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_D,KOTAKBANK,2024-07-02,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_E,KOTAKBANK,2024-07-02,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_A,KOTAKBANK,2024-07-09,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2024-07-09,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2024-07-09,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2024-07-09,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2024-07-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_B,KOTAKBANK,2024-07-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2024-07-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2024-07-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2024-07-24,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_B,KOTAKBANK,2024-07-24,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_C,KOTAKBANK,2024-07-24,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2024-07-31,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2024-07-31,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,KOTAKBANK,2024-07-31,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2024-08-07,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_B,KOTAKBANK,2024-08-07,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_C,KOTAKBANK,2024-08-07,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_D,KOTAKBANK,2024-08-07,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_E,KOTAKBANK,2024-08-07,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_A,KOTAKBANK,2024-08-14,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2024-08-14,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_C,KOTAKBANK,2024-08-14,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2024-08-14,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2024-08-22,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_B,KOTAKBANK,2024-08-22,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_C,KOTAKBANK,2024-08-22,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_D,KOTAKBANK,2024-08-22,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_E,KOTAKBANK,2024-08-22,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_A,KOTAKBANK,2024-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,KOTAKBANK,2024-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,KOTAKBANK,2024-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_E,KOTAKBANK,2024-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,KOTAKBANK,2024-09-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,KOTAKBANK,2024-09-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_C,KOTAKBANK,2024-09-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_D,KOTAKBANK,2024-09-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_E,KOTAKBANK,2024-09-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,KOTAKBANK,2024-09-12,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_B,KOTAKBANK,2024-09-12,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_A,KOTAKBANK,2024-09-19,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_B,KOTAKBANK,2024-09-19,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,2.0,True
MODEL_C,KOTAKBANK,2024-09-19,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,2.0,True
MODEL_D,KOTAKBANK,2024-09-19,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,2.0,True
MODEL_E,KOTAKBANK,2024-09-19,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_A,KOTAKBANK,2024-09-26,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_B,KOTAKBANK,2024-09-26,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_C,KOTAKBANK,2024-09-26,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_D,KOTAKBANK,2024-09-26,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_E,KOTAKBANK,2024-09-26,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_A,KOTAKBANK,2024-10-04,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_B,KOTAKBANK,2024-10-04,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,90,2.0,True
MODEL_C,KOTAKBANK,2024-10-04,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_D,KOTAKBANK,2024-10-04,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_E,KOTAKBANK,2024-10-04,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_A,KOTAKBANK,2024-10-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2024-10-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_C,KOTAKBANK,2024-10-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,KOTAKBANK,2024-10-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_E,KOTAKBANK,2024-10-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,KOTAKBANK,2024-10-28,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_B,KOTAKBANK,2024-10-28,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_C,KOTAKBANK,2024-10-28,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_D,KOTAKBANK,2024-10-28,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_E,KOTAKBANK,2024-10-28,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_A,KOTAKBANK,2024-11-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_B,KOTAKBANK,2024-11-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_C,KOTAKBANK,2024-11-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2024-11-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2024-11-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2024-11-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_B,KOTAKBANK,2024-11-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_C,KOTAKBANK,2024-11-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,KOTAKBANK,2024-11-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_E,KOTAKBANK,2024-11-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2024-11-19,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_B,KOTAKBANK,2024-11-19,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_D,KOTAKBANK,2024-11-19,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_E,KOTAKBANK,2024-11-19,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2024-11-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_B,KOTAKBANK,2024-11-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_C,KOTAKBANK,2024-11-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_D,KOTAKBANK,2024-11-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_E,KOTAKBANK,2024-11-27,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_A,KOTAKBANK,2024-12-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2024-12-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_C,KOTAKBANK,2024-12-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2024-12-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2024-12-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2024-12-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2024-12-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,KOTAKBANK,2024-12-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,KOTAKBANK,2024-12-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,KOTAKBANK,2024-12-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2024-12-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2024-12-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,KOTAKBANK,2024-12-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,KOTAKBANK,2024-12-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
